address,age_years,last_service_years_ago,seasonality,risk_score,recommended_action
2870.0,90,8,Summer,1,Routine
2871.0,25,8,Winter,5,Monitor
1592.0,62,0,Autumn,2,Routine
1340.0,91,0,Winter,5,Monitor
1765.0,15,1,Autumn,4,Routine
1283.0,32,5,Spring,4,Routine
2290.0,119,2,Winter,1,Routine
1486.0,81,4,Autumn,6,Monitor
965.0,65,1,Summer,8,Immediate Action
2076.0,84,1,Winter,9,Immediate Action
2558.0,20,1,Summer,5,Monitor
579.0,29,2,Winter,6,Monitor
847.0,67,4,Winter,4,Routine
290.0,56,4,Autumn,8,Immediate Action
914.0,92,6,Summer,8,Immediate Action
1965.0,10,5,Summer,7,Monitor
1133.0,53,2,Summer,8,Immediate Action
2614.0,114,4,Spring,8,Immediate Action
1478.0,84,4,Spring,6,Monitor
2509.0,14,9,Spring,9,Immediate Action
1280.0,81,4,Summer,9,Immediate Action
2343.0,6,8,Spring,9,Immediate Action
2835.0,62,9,Winter,1,Routine
2307.0,95,6,Spring,4,Routine
1881.0,81,7,Winter,6,Monitor
1112.0,73,0,Autumn,3,Routine
2835.0,51,1,Spring,9,Immediate Action
314.0,14,0,Autumn,9,Immediate Action
1136.0,112,7,Summer,9,Immediate Action
900.0,56,9,Spring,6,Monitor
1602.0,78,4,Summer,5,Monitor
1259.0,83,2,Autumn,7,Monitor
2835.0,86,8,Summer,8,Immediate Action
1215.0,46,2,Autumn,2,Routine
381.0,33,5,Summer,6,Monitor
2288.0,66,4,Summer,6,Monitor
1787.0,79,0,Winter,7,Monitor
1643.0,95,7,Winter,8,Immediate Action
1112.0,32,5,Autumn,3,Routine
2643.0,114,5,Spring,5,Monitor
2536.0,94,7,Winter,8,Immediate Action
2490.0,94,9,Autumn,8,Immediate Action
2076.0,116,5,Autumn,7,Monitor
2220.0,104,3,Autumn,6,Monitor
459.0,93,1,Autumn,8,Immediate Action
1394.0,105,5,Autumn,2,Routine
2835.0,11,6,Summer,4,Routine
2462.0,116,7,Winter,4,Routine
215.0,99,0,Autumn,5,Monitor
2679.0,60,5,Autumn,3,Routine
1598.0,95,0,Winter,5,Monitor
2106.0,38,7,Summer,7,Monitor
368.0,44,3,Autumn,6,Monitor
438.0,13,9,Summer,3,Routine
2600.0,32,3,Autumn,5,Monitor
79.0,32,3,Autumn,5,Monitor
2142.0,73,6,Spring,2,Routine
1874.0,20,0,Spring,2,Routine
1619.0,79,0,Autumn,7,Monitor
848.0,107,2,Autumn,2,Routine
406.0,33,2,Winter,1,Routine
1356.0,100,2,Summer,2,Routine
1381.0,33,3,Spring,7,Monitor
2179.0,28,8,Spring,4,Routine
2306.0,114,2,Spring,3,Routine
554.0,97,1,Summer,7,Monitor
2532.0,84,5,Spring,4,Routine
1580.0,27,6,Winter,5,Monitor
1884.0,23,3,Autumn,4,Routine
752.0,45,4,Autumn,3,Routine
1620.0,74,7,Winter,7,Monitor
2208.0,5,9,Winter,4,Routine
129.0,84,6,Winter,5,Monitor
1135.0,109,5,Autumn,2,Routine
405.0,113,7,Winter,2,Routine
2174.0,26,9,Winter,7,Monitor
486.0,114,5,Autumn,3,Routine
2071.0,7,0,Summer,2,Routine
1751.0,17,4,Autumn,7,Monitor
1391.0,35,3,Summer,2,Routine
1579.0,72,8,Summer,5,Monitor
792.0,33,7,Summer,1,Routine
2532.0,76,5,Winter,1,Routine
1394.0,116,9,Autumn,7,Monitor
901.0,93,7,Winter,8,Immediate Action
2829.0,25,6,Summer,2,Routine
2699.0,102,1,Spring,2,Routine
365.0,108,6,Summer,1,Routine
1122.0,71,0,Spring,5,Monitor
2076.0,58,8,Summer,8,Immediate Action
2466.0,93,5,Spring,9,Immediate Action
2391.0,5,5,Summer,2,Routine
2255.0,105,7,Winter,5,Monitor
2583.0,21,5,Spring,8,Immediate Action
2438.0,110,9,Winter,6,Monitor
407.0,102,1,Autumn,8,Immediate Action
2275.0,20,7,Summer,5,Monitor
28.0,8,6,Winter,1,Routine
2052.0,74,6,Winter,5,Monitor
914.0,115,0,Spring,2,Routine
1623.0,59,6,Spring,5,Monitor
506.0,101,3,Autumn,9,Immediate Action
1866.0,106,5,Spring,4,Routine
2514.0,47,4,Winter,5,Monitor
577.0,44,2,Winter,3,Routine
649.0,113,3,Summer,5,Monitor
810.0,42,2,Spring,9,Immediate Action
817.0,5,5,Spring,2,Routine
678.0,16,3,Winter,9,Immediate Action
447.0,100,4,Winter,3,Routine
2611.0,102,2,Autumn,7,Monitor
2560.0,69,3,Summer,1,Routine
1776.0,109,7,Spring,6,Monitor
2203.0,30,3,Spring,2,Routine
462.0,51,5,Winter,1,Routine
1836.0,5,3,Winter,4,Routine
1361.0,110,0,Winter,6,Monitor
1274.0,43,3,Winter,1,Routine
2649.0,14,6,Spring,5,Monitor
2238.0,115,2,Winter,1,Routine
28.0,51,9,Winter,3,Routine
596.0,54,2,Summer,6,Monitor
2856.0,49,0,Summer,4,Routine
1243.0,46,9,Spring,9,Immediate Action
1282.0,42,8,Winter,3,Routine
2073.0,48,6,Autumn,2,Routine
2018.0,23,1,Winter,1,Routine
2504.0,39,0,Autumn,8,Immediate Action
300.0,30,3,Winter,5,Monitor
1332.0,12,2,Winter,5,Monitor
2275.0,31,1,Autumn,5,Monitor
1132.0,105,5,Spring,1,Routine
1664.0,97,3,Summer,2,Routine
1066.0,25,5,Autumn,4,Routine
157.0,8,4,Spring,6,Monitor
2769.0,49,6,Autumn,2,Routine
635.0,62,5,Winter,9,Immediate Action
832.0,28,5,Autumn,4,Routine
2616.0,18,0,Summer,5,Monitor
2376.0,111,8,Summer,5,Monitor
2857.0,24,7,Summer,3,Routine
379.0,35,5,Winter,3,Routine
1346.0,107,8,Summer,9,Immediate Action
2105.0,117,3,Summer,3,Routine
1783.0,112,8,Summer,3,Routine
2594.0,115,9,Spring,9,Immediate Action
2240.0,61,8,Spring,6,Monitor
1116.0,10,0,Autumn,1,Routine
2546.0,105,2,Summer,5,Monitor
2460.0,31,1,Spring,1,Routine
1780.0,106,0,Autumn,8,Immediate Action
1470.0,19,7,Summer,6,Monitor
2289.0,94,1,Summer,7,Monitor
1772.0,117,6,Summer,3,Routine
1078.0,20,8,Summer,5,Monitor
818.0,10,7,Spring,5,Monitor
555.0,72,7,Winter,1,Routine
1833.0,100,0,Winter,3,Routine
2454.0,7,1,Summer,5,Monitor
147.0,18,6,Autumn,6,Monitor
2524.0,63,3,Spring,5,Monitor
1848.0,21,9,Summer,2,Routine
2336.0,25,6,Autumn,1,Routine
2269.0,77,8,Spring,7,Monitor
1543.0,72,5,Autumn,7,Monitor
1871.0,14,2,Summer,2,Routine
1537.0,60,7,Spring,3,Routine
344.0,74,9,Autumn,7,Monitor
1723.0,14,1,Spring,7,Monitor
917.0,53,0,Winter,5,Monitor
2423.0,68,9,Summer,4,Routine
1287.0,31,5,Summer,8,Immediate Action
382.0,34,5,Winter,1,Routine
436.0,22,6,Autumn,3,Routine
2221.0,35,5,Spring,9,Immediate Action
253.0,53,1,Summer,7,Monitor
2070.0,23,1,Spring,2,Routine
1491.0,28,9,Winter,4,Routine
263.0,63,3,Spring,8,Immediate Action
902.0,40,0,Autumn,8,Immediate Action
2261.0,107,6,Autumn,5,Monitor
158.0,116,1,Winter,5,Monitor
1604.0,60,6,Summer,8,Immediate Action
1393.0,94,3,Autumn,1,Routine
822.0,28,1,Spring,9,Immediate Action
1786.0,109,0,Winter,5,Monitor
656.0,96,8,Spring,3,Routine
844.0,94,7,Winter,9,Immediate Action
1574.0,67,7,Winter,6,Monitor
189.0,96,0,Spring,2,Routine
476.0,41,1,Spring,1,Routine
476.0,57,1,Winter,6,Monitor
398.0,28,3,Spring,2,Routine
2288.0,83,1,Spring,1,Routine
1462.0,113,4,Winter,7,Monitor
548.0,81,8,Winter,5,Monitor
2528.0,16,8,Autumn,2,Routine
1540.0,17,8,Spring,1,Routine
1930.0,94,4,Spring,9,Immediate Action
1771.0,78,9,Summer,5,Monitor
313.0,67,0,Spring,4,Routine
919.0,14,9,Summer,7,Monitor
494.0,114,4,Autumn,9,Immediate Action
1836.0,91,4,Spring,4,Routine
2445.0,101,9,Spring,8,Immediate Action
2153.0,59,2,Autumn,6,Monitor
529.0,61,1,Autumn,6,Monitor
453.0,67,8,Autumn,2,Routine
1215.0,7,5,Spring,7,Monitor
571.0,40,0,Autumn,2,Routine
2662.0,69,0,Winter,1,Routine
1958.0,37,0,Spring,9,Immediate Action
1062.0,37,1,Autumn,9,Immediate Action
1507.0,5,2,Spring,1,Routine
1611.0,19,6,Summer,5,Monitor
2484.0,19,8,Autumn,4,Routine
1056.0,105,0,Winter,4,Routine
793.0,79,7,Autumn,2,Routine
578.0,110,1,Autumn,6,Monitor
471.0,52,7,Winter,1,Routine
1885.0,73,8,Spring,2,Routine
2535.0,117,7,Winter,3,Routine
2267.0,88,1,Summer,7,Monitor
483.0,69,1,Winter,4,Routine
2559.0,36,4,Spring,9,Immediate Action
1985.0,39,4,Winter,5,Monitor
2516.0,51,7,Autumn,8,Immediate Action
1137.0,38,7,Spring,5,Monitor
1151.0,10,9,Winter,6,Monitor
1013.0,98,5,Spring,3,Routine
1705.0,69,8,Summer,9,Immediate Action
1605.0,48,3,Spring,5,Monitor
147.0,31,5,Winter,2,Routine
757.0,48,1,Winter,5,Monitor
499.0,103,5,Summer,8,Immediate Action
2528.0,110,1,Autumn,1,Routine
1821.0,8,6,Summer,9,Immediate Action
2710.0,104,6,Summer,9,Immediate Action
2522.0,113,6,Winter,1,Routine
2692.0,99,6,Spring,4,Routine
1968.0,44,2,Spring,9,Immediate Action
2691.0,42,9,Summer,8,Immediate Action
746.0,108,4,Summer,2,Routine
443.0,63,7,Autumn,8,Immediate Action
2455.0,81,9,Autumn,4,Routine
1780.0,76,3,Summer,1,Routine
598.0,37,2,Autumn,9,Immediate Action
2296.0,87,1,Autumn,9,Immediate Action
152.0,70,1,Summer,4,Routine
853.0,30,8,Winter,7,Monitor
1898.0,53,4,Autumn,3,Routine
2401.0,103,3,Summer,3,Routine
1648.0,68,9,Autumn,8,Immediate Action
1018.0,65,7,Autumn,4,Routine
1251.0,37,9,Summer,2,Routine
223.0,99,8,Spring,6,Monitor
188.0,36,0,Summer,2,Routine
2824.0,60,6,Autumn,2,Routine
901.0,6,4,Autumn,9,Immediate Action
1626.0,63,6,Spring,4,Routine
2113.0,110,3,Summer,1,Routine
2833.0,52,5,Spring,8,Immediate Action
2237.0,101,7,Autumn,7,Monitor
2096.0,26,6,Autumn,3,Routine
1884.0,113,4,Winter,4,Routine
2295.0,96,9,Spring,9,Immediate Action
2020.0,17,1,Spring,7,Monitor
1005.0,83,9,Summer,5,Monitor
476.0,16,2,Summer,5,Monitor
1597.0,97,5,Spring,8,Immediate Action
613.0,30,8,Spring,1,Routine
830.0,14,9,Autumn,8,Immediate Action
2509.0,26,9,Winter,3,Routine
393.0,89,4,Spring,3,Routine
614.0,79,6,Autumn,5,Monitor
2638.0,70,6,Summer,8,Immediate Action
1349.0,87,6,Spring,9,Immediate Action
2093.0,100,2,Autumn,2,Routine
1005.0,40,3,Spring,4,Routine
1008.0,86,1,Spring,3,Routine
1104.0,74,5,Autumn,5,Monitor
938.0,118,2,Winter,5,Monitor
1723.0,55,3,Summer,4,Routine
588.0,58,8,Autumn,1,Routine
2651.0,29,8,Winter,4,Routine
2666.0,23,3,Autumn,3,Routine
1623.0,20,9,Autumn,7,Monitor
2467.0,63,4,Autumn,5,Monitor
2428.0,106,2,Spring,8,Immediate Action
493.0,9,3,Summer,9,Immediate Action
484.0,15,5,Autumn,7,Monitor
2533.0,78,7,Summer,2,Routine
2435.0,26,2,Autumn,6,Monitor
578.0,76,5,Winter,5,Monitor
1822.0,73,0,Spring,7,Monitor
1876.0,58,8,Autumn,7,Monitor
1079.0,60,6,Summer,3,Routine
1329.0,6,9,Spring,8,Immediate Action
2761.0,11,9,Winter,1,Routine
1009.0,118,7,Autumn,5,Monitor
148.0,59,8,Spring,4,Routine
264.0,110,1,Summer,1,Routine
1836.0,25,7,Autumn,5,Monitor
2771.0,90,8,Spring,8,Immediate Action
2682.0,73,3,Spring,7,Monitor
742.0,41,2,Summer,8,Immediate Action
1232.0,70,3,Winter,9,Immediate Action
1823.0,32,4,Spring,7,Monitor
1601.0,41,6,Winter,8,Immediate Action
2824.0,100,4,Autumn,3,Routine
499.0,112,3,Spring,9,Immediate Action
2849.0,11,7,Autumn,8,Immediate Action
2769.0,110,3,Summer,6,Monitor
706.0,97,4,Spring,8,Immediate Action
1724.0,90,6,Winter,4,Routine
2790.0,115,9,Autumn,7,Monitor
1009.0,41,3,Winter,3,Routine
439.0,76,6,Autumn,6,Monitor
1218.0,56,2,Winter,6,Monitor
1112.0,111,6,Summer,9,Immediate Action
815.0,23,7,Winter,7,Monitor
427.0,119,4,Summer,4,Routine
543.0,23,5,Winter,2,Routine
1008.0,83,4,Winter,5,Monitor
615.0,33,2,Autumn,1,Routine
2337.0,91,8,Summer,9,Immediate Action
427.0,105,8,Summer,3,Routine
301.0,101,5,Summer,6,Monitor
1002.0,104,2,Winter,2,Routine
387.0,7,5,Summer,7,Monitor
162.0,34,0,Summer,8,Immediate Action
2861.0,75,5,Summer,9,Immediate Action
1265.0,35,5,Winter,5,Monitor
796.0,71,6,Winter,9,Immediate Action
2005.0,97,7,Summer,8,Immediate Action
2451.0,94,8,Autumn,7,Monitor
1380.0,65,8,Autumn,9,Immediate Action
2537.0,59,9,Winter,2,Routine
2836.0,50,6,Winter,1,Routine
2616.0,63,2,Autumn,2,Routine
1784.0,26,6,Summer,5,Monitor
901.0,90,7,Spring,9,Immediate Action
2345.0,86,0,Spring,7,Monitor
150.0,37,3,Winter,3,Routine
2073.0,19,1,Spring,1,Routine
555.0,35,4,Summer,6,Monitor
0.0,63,5,Summer,3,Routine
2605.0,96,0,Spring,9,Immediate Action
146.0,63,3,Winter,3,Routine
775.0,63,9,Winter,3,Routine
1029.0,103,7,Summer,3,Routine
2295.0,110,1,Winter,4,Routine
2423.0,12,3,Autumn,6,Monitor
1327.0,97,3,Winter,2,Routine
826.0,92,4,Spring,6,Monitor
2570.0,85,3,Spring,3,Routine
253.0,62,7,Winter,5,Monitor
2181.0,46,2,Winter,8,Immediate Action
2615.0,38,1,Winter,4,Routine
275.0,50,3,Spring,3,Routine
1799.0,98,5,Spring,4,Routine
131.0,59,2,Autumn,9,Immediate Action
1878.0,75,5,Spring,8,Immediate Action
2337.0,117,3,Autumn,1,Routine
266.0,24,5,Autumn,2,Routine
2302.0,84,4,Autumn,6,Monitor
1710.0,12,7,Winter,5,Monitor
1112.0,100,1,Winter,7,Monitor
1176.0,109,0,Autumn,1,Routine
2470.0,36,5,Summer,2,Routine
2158.0,37,5,Winter,1,Routine
552.0,30,7,Spring,9,Immediate Action
212.0,18,9,Spring,8,Immediate Action
1577.0,74,3,Autumn,7,Monitor
1805.0,101,8,Winter,6,Monitor
1150.0,100,1,Spring,9,Immediate Action
1654.0,107,2,Winter,8,Immediate Action
1777.0,26,5,Winter,3,Routine
1033.0,14,7,Autumn,5,Monitor
2236.0,94,8,Summer,7,Monitor
590.0,83,2,Winter,2,Routine
1930.0,25,0,Spring,7,Monitor
2297.0,84,2,Spring,6,Monitor
1645.0,117,0,Winter,5,Monitor
1028.0,18,9,Spring,1,Routine
1246.0,90,9,Autumn,7,Monitor
2093.0,87,1,Spring,2,Routine
988.0,42,6,Summer,6,Monitor
1666.0,76,6,Autumn,6,Monitor
1648.0,56,0,Spring,9,Immediate Action
938.0,38,2,Spring,6,Monitor
1931.0,83,4,Spring,6,Monitor
443.0,81,2,Autumn,5,Monitor
1667.0,18,8,Spring,3,Routine
1631.0,109,9,Spring,8,Immediate Action
2305.0,46,0,Spring,5,Monitor
1549.0,14,8,Autumn,7,Monitor
1134.0,115,6,Autumn,5,Monitor
2221.0,45,9,Spring,7,Monitor
611.0,113,0,Winter,2,Routine
1762.0,115,7,Winter,7,Monitor
224.0,41,7,Autumn,7,Monitor
2275.0,105,3,Spring,3,Routine
610.0,99,8,Autumn,3,Routine
743.0,113,5,Spring,1,Routine
2026.0,45,8,Summer,6,Monitor
1120.0,22,6,Winter,8,Immediate Action
2025.0,96,1,Autumn,4,Routine
1192.0,80,5,Autumn,5,Monitor
2302.0,115,8,Winter,8,Immediate Action
13.0,30,7,Spring,6,Monitor
1345.0,7,5,Spring,2,Routine
1382.0,67,7,Winter,6,Monitor
1228.0,100,9,Autumn,5,Monitor
298.0,70,0,Spring,8,Immediate Action
166.0,16,5,Spring,2,Routine
1957.0,60,9,Autumn,4,Routine
2775.0,103,1,Summer,9,Immediate Action
1015.0,44,7,Autumn,4,Routine
2050.0,115,9,Summer,2,Routine
816.0,24,5,Spring,7,Monitor
2376.0,113,9,Spring,9,Immediate Action
2477.0,106,3,Summer,9,Immediate Action
1035.0,42,4,Winter,4,Routine
551.0,78,2,Winter,5,Monitor
1141.0,76,5,Spring,3,Routine
1271.0,15,0,Autumn,9,Immediate Action
1030.0,55,2,Winter,7,Monitor
197.0,107,3,Winter,5,Monitor
2790.0,98,8,Winter,7,Monitor
1138.0,89,5,Autumn,8,Immediate Action
264.0,68,8,Summer,4,Routine
711.0,51,8,Autumn,3,Routine
1198.0,109,9,Spring,3,Routine
2522.0,47,7,Summer,7,Monitor
1716.0,44,9,Spring,8,Immediate Action
2001.0,30,1,Summer,5,Monitor
587.0,95,2,Winter,7,Monitor
1889.0,52,8,Spring,5,Monitor
1575.0,59,5,Autumn,9,Immediate Action
338.0,63,3,Autumn,5,Monitor
2640.0,83,9,Autumn,3,Routine
550.0,38,4,Autumn,8,Immediate Action
24.0,115,3,Winter,5,Monitor
130.0,113,1,Summer,8,Immediate Action
1023.0,21,4,Autumn,9,Immediate Action
128.0,47,1,Winter,9,Immediate Action
1599.0,49,4,Spring,8,Immediate Action
1044.0,41,9,Autumn,1,Routine
1344.0,31,4,Spring,2,Routine
755.0,66,6,Winter,2,Routine
452.0,116,5,Spring,7,Monitor
1782.0,84,0,Spring,2,Routine
587.0,62,2,Summer,6,Monitor
2275.0,25,5,Summer,5,Monitor
2239.0,115,2,Autumn,3,Routine
1128.0,76,4,Autumn,6,Monitor
2128.0,59,9,Winter,4,Routine
2248.0,79,1,Winter,1,Routine
385.0,93,7,Autumn,2,Routine
791.0,73,9,Autumn,7,Monitor
1944.0,44,7,Autumn,5,Monitor
869.0,116,1,Autumn,6,Monitor
1606.0,118,6,Spring,5,Monitor
2865.0,27,0,Autumn,5,Monitor
2782.0,90,9,Winter,4,Routine
1696.0,61,8,Summer,6,Monitor
1463.0,85,2,Spring,5,Monitor
1375.0,60,1,Spring,8,Immediate Action
53.0,85,1,Spring,3,Routine
633.0,78,9,Spring,8,Immediate Action
686.0,64,4,Autumn,2,Routine
631.0,19,0,Winter,5,Monitor
2109.0,116,5,Winter,6,Monitor
622.0,93,4,Autumn,5,Monitor
629.0,119,1,Autumn,3,Routine
1532.0,91,0,Winter,7,Monitor
621.0,108,4,Spring,6,Monitor
1532.0,112,9,Autumn,4,Routine
1442.0,66,9,Winter,2,Routine
2040.0,58,9,Winter,3,Routine
1445.0,107,0,Winter,4,Routine
1921.0,36,6,Summer,8,Immediate Action
1440.0,63,0,Summer,3,Routine
1532.0,8,6,Summer,9,Immediate Action
2272.0,79,0,Winter,3,Routine
2273.0,24,0,Spring,8,Immediate Action
688.0,99,9,Summer,5,Monitor
1692.0,100,3,Summer,7,Monitor
1692.0,7,5,Summer,4,Routine
1696.0,20,1,Spring,9,Immediate Action
1698.0,92,0,Winter,8,Immediate Action
688.0,112,2,Spring,8,Immediate Action
530.0,63,7,Winter,3,Routine
2396.0,42,9,Autumn,3,Routine
682.0,80,7,Summer,2,Routine
345.0,78,2,Summer,7,Monitor
2247.0,21,6,Spring,9,Immediate Action
2589.0,119,0,Autumn,4,Routine
2785.0,118,9,Winter,7,Monitor
2783.0,95,3,Spring,6,Monitor
1699.0,39,9,Summer,9,Immediate Action
2672.0,33,3,Autumn,9,Immediate Action
2273.0,43,2,Spring,1,Routine
1087.0,74,0,Autumn,4,Routine
951.0,84,4,Winter,5,Monitor
2782.0,58,5,Winter,2,Routine
629.0,45,3,Spring,4,Routine
1016.0,68,1,Autumn,8,Immediate Action
2118.0,17,9,Winter,8,Immediate Action
1294.0,37,9,Winter,4,Routine
1306.0,81,9,Winter,6,Monitor
1087.0,34,3,Winter,5,Monitor
725.0,13,7,Summer,9,Immediate Action
2044.0,55,1,Autumn,4,Routine
2118.0,47,7,Spring,1,Routine
2785.0,40,8,Spring,5,Monitor
732.0,117,0,Summer,5,Monitor
1445.0,68,9,Autumn,2,Routine
772.0,69,6,Autumn,4,Routine
1977.0,96,7,Autumn,7,Monitor
1445.0,54,2,Autumn,1,Routine
1911.0,86,7,Spring,5,Monitor
2044.0,49,3,Spring,8,Immediate Action
1493.0,83,7,Summer,2,Routine
624.0,111,3,Winter,6,Monitor
1495.0,19,6,Summer,3,Routine
2864.0,7,4,Summer,1,Routine
2785.0,105,4,Autumn,7,Monitor
626.0,113,6,Winter,7,Monitor
620.0,19,0,Summer,2,Routine
2059.0,119,7,Summer,1,Routine
1098.0,80,3,Spring,6,Monitor
2399.0,117,6,Autumn,2,Routine
428.0,70,3,Winter,3,Routine
623.0,9,2,Summer,1,Routine
870.0,94,0,Summer,1,Routine
2783.0,65,8,Autumn,9,Immediate Action
770.0,111,7,Winter,7,Monitor
1261.0,95,6,Autumn,3,Routine
2625.0,18,0,Summer,2,Routine
772.0,81,3,Winter,7,Monitor
630.0,119,0,Winter,5,Monitor
1696.0,60,7,Spring,3,Routine
2787.0,87,4,Spring,7,Monitor
935.0,91,4,Winter,4,Routine
1316.0,50,4,Spring,9,Immediate Action
2745.0,8,3,Summer,2,Routine
2742.0,100,0,Autumn,1,Routine
2744.0,101,2,Autumn,5,Monitor
2746.0,93,2,Autumn,4,Routine
2743.0,84,0,Autumn,6,Monitor
2750.0,90,2,Winter,9,Immediate Action
2739.0,73,8,Summer,3,Routine
2749.0,37,9,Autumn,7,Monitor
1827.0,107,1,Summer,2,Routine
2043.0,39,7,Autumn,6,Monitor
2044.0,110,0,Autumn,2,Routine
2757.0,88,0,Autumn,7,Monitor
2783.0,100,4,Summer,5,Monitor
2624.0,33,2,Winter,9,Immediate Action
2785.0,12,6,Spring,4,Routine
627.0,32,8,Winter,4,Routine
948.0,40,3,Winter,7,Monitor
625.0,93,0,Spring,4,Routine
725.0,119,6,Spring,9,Immediate Action
2043.0,59,3,Summer,6,Monitor
2042.0,60,3,Autumn,3,Routine
2062.0,44,7,Summer,5,Monitor
931.0,13,3,Summer,3,Routine
2787.0,44,9,Spring,4,Routine
873.0,91,1,Autumn,7,Monitor
428.0,55,9,Spring,1,Routine
869.0,81,2,Autumn,3,Routine
871.0,8,0,Winter,1,Routine
1.0,89,8,Summer,4,Routine
2654.0,107,6,Winter,1,Routine
1492.0,71,4,Winter,6,Monitor
2115.0,93,9,Spring,5,Monitor
629.0,38,3,Autumn,4,Routine
2270.0,50,6,Summer,7,Monitor
1316.0,8,2,Summer,3,Routine
2314.0,21,9,Winter,6,Monitor
626.0,110,5,Summer,5,Monitor
626.0,18,1,Autumn,3,Routine
1494.0,47,2,Summer,4,Routine
700.0,108,9,Autumn,9,Immediate Action
671.0,13,1,Autumn,7,Monitor
2042.0,6,2,Spring,7,Monitor
2044.0,49,9,Autumn,1,Routine
2399.0,53,0,Spring,1,Routine
530.0,35,5,Winter,3,Routine
2782.0,71,2,Summer,9,Immediate Action
2042.0,64,9,Winter,5,Monitor
2043.0,55,0,Spring,8,Immediate Action
2043.0,18,1,Spring,9,Immediate Action
687.0,33,7,Spring,4,Routine
695.0,34,3,Spring,3,Routine
944.0,33,1,Winter,4,Routine
2063.0,116,4,Spring,1,Routine
1612.0,39,3,Summer,8,Immediate Action
2044.0,50,7,Autumn,9,Immediate Action
2443.0,88,7,Spring,2,Routine
2042.0,81,1,Spring,5,Monitor
2043.0,34,3,Summer,1,Routine
2399.0,20,0,Autumn,7,Monitor
623.0,84,3,Summer,4,Routine
2033.0,75,6,Spring,4,Routine
1295.0,64,4,Autumn,1,Routine
2752.0,68,4,Spring,9,Immediate Action
2737.0,90,4,Winter,9,Immediate Action
941.0,105,8,Spring,5,Monitor
734.0,39,1,Summer,9,Immediate Action
726.0,59,0,Summer,8,Immediate Action
729.0,72,0,Summer,8,Immediate Action
724.0,48,0,Spring,1,Routine
726.0,67,6,Spring,9,Immediate Action
730.0,58,1,Autumn,7,Monitor
2740.0,110,3,Spring,6,Monitor
727.0,95,2,Spring,9,Immediate Action
2734.0,29,9,Autumn,8,Immediate Action
1908.0,26,5,Autumn,9,Immediate Action
2741.0,112,9,Summer,9,Immediate Action
2448.0,69,2,Spring,9,Immediate Action
730.0,55,4,Winter,7,Monitor
948.0,113,7,Winter,8,Immediate Action
876.0,105,3,Summer,8,Immediate Action
2736.0,62,4,Summer,4,Routine
2751.0,38,5,Autumn,5,Monitor
1492.0,76,8,Summer,7,Monitor
2041.0,79,6,Summer,8,Immediate Action
1319.0,8,8,Spring,3,Routine
1829.0,86,5,Spring,8,Immediate Action
1321.0,90,2,Autumn,5,Monitor
203.0,106,3,Summer,5,Monitor
730.0,115,3,Winter,9,Immediate Action
2033.0,76,8,Spring,3,Routine
944.0,101,0,Autumn,4,Routine
326.0,23,0,Summer,9,Immediate Action
863.0,38,9,Spring,1,Routine
733.0,74,7,Summer,4,Routine
1613.0,75,1,Summer,7,Monitor
2754.0,49,1,Autumn,7,Monitor
2844.0,24,7,Summer,3,Routine
950.0,103,0,Autumn,7,Monitor
1909.0,34,9,Summer,1,Routine
1816.0,116,3,Summer,8,Immediate Action
950.0,67,2,Autumn,3,Routine
371.0,29,1,Summer,9,Immediate Action
376.0,97,5,Summer,7,Monitor
2058.0,106,1,Spring,6,Monitor
1911.0,69,9,Summer,7,Monitor
524.0,94,8,Spring,8,Immediate Action
1974.0,82,9,Autumn,9,Immediate Action
369.0,11,1,Autumn,6,Monitor
1826.0,12,3,Autumn,5,Monitor
1424.0,79,2,Winter,4,Routine
770.0,83,6,Spring,4,Routine
878.0,65,0,Summer,8,Immediate Action
944.0,31,0,Spring,2,Routine
2042.0,59,6,Summer,8,Immediate Action
735.0,42,2,Spring,3,Routine
878.0,50,6,Autumn,2,Routine
1911.0,110,0,Summer,3,Routine
671.0,46,9,Summer,7,Monitor
859.0,75,7,Spring,7,Monitor
1904.0,43,7,Spring,3,Routine
862.0,76,5,Spring,4,Routine
862.0,73,0,Spring,6,Monitor
933.0,87,1,Winter,8,Immediate Action
2756.0,56,9,Winter,3,Routine
867.0,114,3,Spring,6,Monitor
1012.0,55,0,Winter,5,Monitor
1900.0,86,3,Spring,8,Immediate Action
696.0,86,1,Winter,8,Immediate Action
2042.0,54,3,Autumn,5,Monitor
2041.0,53,8,Summer,2,Routine
2044.0,66,8,Winter,6,Monitor
244.0,44,5,Winter,2,Routine
242.0,91,6,Autumn,3,Routine
2086.0,84,9,Summer,2,Routine
1563.0,106,6,Summer,3,Routine
1317.0,32,8,Spring,2,Routine
686.0,65,0,Winter,6,Monitor
949.0,102,6,Spring,8,Immediate Action
1910.0,115,6,Winter,1,Routine
1203.0,50,9,Spring,8,Immediate Action
431.0,64,3,Spring,2,Routine
1914.0,115,8,Spring,5,Monitor
2136.0,93,5,Winter,9,Immediate Action
2060.0,11,3,Spring,5,Monitor
1501.0,59,6,Summer,1,Routine
1099.0,43,2,Winter,7,Monitor
2738.0,94,4,Summer,9,Immediate Action
323.0,37,5,Summer,1,Routine
2735.0,79,0,Spring,6,Monitor
1909.0,18,1,Winter,5,Monitor
931.0,21,8,Winter,8,Immediate Action
73.0,71,3,Autumn,1,Routine
