property_id,address,age_years,construction_type,last_service_years_ago,seasonality
1638.0,1638.0,114,Edwardian Stone,2,Autumn
519.0,519.0,26,Post-War Concrete,4,Winter
1625.0,1625.0,51,Edwardian Stone,6,Winter
2704.0,2704.0,43,Modern Timber Frame,2,Winter
562.0,562.0,95,Modern Timber Frame,9,Winter
1254.0,1254.0,81,Edwardian Stone,6,Spring
2218.0,2218.0,28,Modern Timber Frame,8,Winter
241.0,241.0,36,Edwardian Stone,8,Summer
286.0,286.0,28,Victorian Brick,6,Spring
425.0,425.0,38,Victorian Brick,8,Summer
1701.0,1701.0,117,Edwardian Stone,7,Winter
904.0,904.0,89,Modern Timber Frame,8,Spring
373.0,373.0,72,Post-War Concrete,8,Summer
2309.0,2309.0,38,Edwardian Stone,0,Spring
1806.0,1806.0,63,Edwardian Stone,4,Summer
963.0,963.0,14,Victorian Brick,8,Winter
1290.0,1290.0,18,Modern Timber Frame,7,Winter
2348.0,2348.0,52,Post-War Concrete,8,Summer
8.0,8.0,89,Modern Timber Frame,6,Spring
1383.0,1383.0,47,Edwardian Stone,7,Summer
2349.0,2349.0,110,Victorian Brick,8,Autumn
1877.0,1877.0,100,Post-War Concrete,8,Summer
1847.0,1847.0,33,Post-War Concrete,1,Autumn
2339.0,2339.0,117,Victorian Brick,8,Summer
2235.0,2235.0,80,Edwardian Stone,7,Autumn
560.0,560.0,35,Post-War Concrete,6,Spring
135.0,135.0,13,Edwardian Stone,4,Summer
175.0,175.0,24,Post-War Concrete,6,Winter
558.0,558.0,83,Post-War Concrete,6,Summer
1241.0,1241.0,102,Edwardian Stone,4,Winter
2285.0,2285.0,14,Edwardian Stone,7,Summer
2491.0,2491.0,72,Modern Timber Frame,2,Spring
2854.0,2854.0,8,Victorian Brick,2,Summer
2669.0,2669.0,10,Post-War Concrete,5,Spring
170.0,170.0,24,Post-War Concrete,3,Winter
2513.0,2513.0,37,Modern Timber Frame,5,Spring
1887.0,1887.0,115,Victorian Brick,5,Autumn
2839.0,2839.0,36,Modern Timber Frame,3,Spring
955.0,955.0,115,Victorian Brick,6,Summer
1067.0,1067.0,75,Edwardian Stone,7,Autumn
1262.0,1262.0,86,Modern Timber Frame,5,Autumn
374.0,374.0,98,Victorian Brick,0,Summer
601.0,601.0,30,Edwardian Stone,9,Summer
238.0,238.0,29,Post-War Concrete,6,Winter
395.0,395.0,42,Post-War Concrete,3,Summer
33.0,33.0,52,Edwardian Stone,2,Autumn
719.0,719.0,43,Edwardian Stone,1,Autumn
2853.0,2853.0,90,Edwardian Stone,8,Winter
2331.0,2331.0,81,Edwardian Stone,8,Spring
782.0,782.0,100,Modern Timber Frame,2,Autumn
2210.0,2210.0,17,Victorian Brick,1,Autumn
476.0,476.0,32,Post-War Concrete,2,Winter
756.0,756.0,37,Victorian Brick,9,Autumn
384.0,384.0,28,Post-War Concrete,7,Autumn
2500.0,2500.0,26,Post-War Concrete,0,Winter
1773.0,1773.0,81,Modern Timber Frame,9,Summer
2579.0,2579.0,102,Edwardian Stone,6,Winter
1862.0,1862.0,17,Modern Timber Frame,7,Summer
232.0,232.0,19,Edwardian Stone,3,Autumn
2402.0,2402.0,70,Post-War Concrete,0,Autumn
1853.0,1853.0,5,Post-War Concrete,1,Autumn
42.0,42.0,93,Modern Timber Frame,5,Winter
1398.0,1398.0,78,Modern Timber Frame,8,Autumn
1743.0,1743.0,110,Edwardian Stone,1,Winter
2557.0,2557.0,50,Edwardian Stone,8,Summer
561.0,561.0,18,Modern Timber Frame,1,Winter
2766.0,2766.0,87,Modern Timber Frame,2,Summer
1371.0,1371.0,28,Victorian Brick,7,Winter
180.0,180.0,45,Modern Timber Frame,6,Summer
2572.0,2572.0,40,Edwardian Stone,0,Autumn
972.0,972.0,94,Edwardian Stone,8,Spring
208.0,208.0,44,Modern Timber Frame,3,Autumn
739.0,739.0,84,Post-War Concrete,6,Winter
318.0,318.0,29,Post-War Concrete,5,Summer
789.0,789.0,39,Post-War Concrete,5,Autumn
2167.0,2167.0,38,Victorian Brick,1,Summer
1834.0,1834.0,90,Post-War Concrete,5,Summer
1641.0,1641.0,86,Post-War Concrete,7,Autumn
450.0,450.0,66,Modern Timber Frame,3,Winter
2410.0,2410.0,78,Victorian Brick,4,Summer
1721.0,1721.0,30,Victorian Brick,8,Autumn
1761.0,1761.0,110,Victorian Brick,1,Spring
1226.0,1226.0,93,Post-War Concrete,2,Winter
91.0,91.0,57,Modern Timber Frame,7,Summer
781.0,781.0,93,Edwardian Stone,1,Spring
2226.0,2226.0,82,Modern Timber Frame,2,Autumn
1593.0,1593.0,41,Edwardian Stone,8,Winter
294.0,294.0,22,Modern Timber Frame,9,Spring
1525.0,1525.0,30,Victorian Brick,9,Summer
602.0,602.0,49,Post-War Concrete,5,Autumn
1127.0,1127.0,52,Victorian Brick,4,Autumn
2684.0,2684.0,69,Modern Timber Frame,5,Winter
1021.0,1021.0,37,Edwardian Stone,0,Spring
1489.0,1489.0,9,Modern Timber Frame,4,Summer
208.0,208.0,15,Post-War Concrete,5,Spring
2347.0,2347.0,5,Victorian Brick,5,Autumn
391.0,391.0,55,Post-War Concrete,1,Winter
1747.0,1747.0,92,Post-War Concrete,9,Winter
100.0,100.0,54,Post-War Concrete,9,Spring
802.0,802.0,66,Modern Timber Frame,5,Spring
1528.0,1528.0,88,Edwardian Stone,5,Winter
1065.0,1065.0,89,Post-War Concrete,6,Autumn
93.0,93.0,18,Modern Timber Frame,3,Winter
337.0,337.0,46,Modern Timber Frame,5,Autumn
1997.0,1997.0,69,Post-War Concrete,5,Spring
1863.0,1863.0,40,Modern Timber Frame,2,Autumn
168.0,168.0,11,Edwardian Stone,0,Summer
1524.0,1524.0,24,Edwardian Stone,8,Autumn
2467.0,2467.0,108,Edwardian Stone,3,Spring
138.0,138.0,16,Modern Timber Frame,4,Summer
1947.0,1947.0,60,Edwardian Stone,7,Autumn
225.0,225.0,68,Victorian Brick,4,Summer
1178.0,1178.0,14,Modern Timber Frame,8,Summer
849.0,849.0,83,Modern Timber Frame,5,Autumn
2053.0,2053.0,15,Victorian Brick,5,Autumn
1003.0,1003.0,74,Victorian Brick,9,Winter
533.0,533.0,50,Edwardian Stone,0,Autumn
1868.0,1868.0,99,Post-War Concrete,1,Autumn
565.0,565.0,93,Post-War Concrete,9,Summer
225.0,225.0,72,Modern Timber Frame,2,Autumn
442.0,442.0,14,Post-War Concrete,0,Spring
202.0,202.0,28,Modern Timber Frame,0,Winter
1358.0,1358.0,73,Victorian Brick,0,Summer
202.0,202.0,27,Modern Timber Frame,4,Spring
1233.0,1233.0,31,Edwardian Stone,5,Winter
1374.0,1374.0,64,Modern Timber Frame,8,Spring
1139.0,1139.0,56,Post-War Concrete,3,Autumn
214.0,214.0,28,Edwardian Stone,9,Winter
363.0,363.0,87,Modern Timber Frame,5,Winter
1020.0,1020.0,7,Edwardian Stone,2,Autumn
638.0,638.0,101,Victorian Brick,1,Spring
1032.0,1032.0,118,Victorian Brick,0,Spring
292.0,292.0,47,Edwardian Stone,7,Summer
2028.0,2028.0,41,Edwardian Stone,5,Autumn
2463.0,2463.0,68,Victorian Brick,6,Summer
2554.0,2554.0,23,Post-War Concrete,9,Summer
1042.0,1042.0,44,Post-War Concrete,0,Autumn
2512.0,2512.0,9,Post-War Concrete,5,Summer
2253.0,2253.0,93,Modern Timber Frame,3,Spring
1384.0,1384.0,109,Victorian Brick,7,Spring
790.0,790.0,108,Post-War Concrete,1,Spring
2869.0,2869.0,43,Edwardian Stone,9,Spring
973.0,973.0,110,Post-War Concrete,7,Autumn
219.0,219.0,28,Victorian Brick,9,Autumn
394.0,394.0,111,Post-War Concrete,6,Autumn
254.0,254.0,92,Post-War Concrete,8,Spring
317.0,317.0,100,Modern Timber Frame,7,Autumn
1804.0,1804.0,31,Victorian Brick,1,Autumn
646.0,646.0,114,Edwardian Stone,7,Summer
558.0,558.0,73,Victorian Brick,1,Winter
643.0,643.0,52,Post-War Concrete,7,Spring
2799.0,2799.0,42,Victorian Brick,6,Summer
117.0,117.0,29,Edwardian Stone,8,Summer
1759.0,1759.0,61,Post-War Concrete,9,Autumn
987.0,987.0,26,Modern Timber Frame,1,Spring
2595.0,2595.0,73,Victorian Brick,2,Summer
1467.0,1467.0,42,Post-War Concrete,1,Spring
1520.0,1520.0,79,Victorian Brick,2,Summer
1945.0,1945.0,46,Modern Timber Frame,6,Summer
1542.0,1542.0,37,Victorian Brick,8,Autumn
2607.0,2607.0,25,Edwardian Stone,7,Spring
1339.0,1339.0,55,Victorian Brick,0,Winter
1180.0,1180.0,79,Edwardian Stone,8,Winter
2218.0,2218.0,108,Edwardian Stone,5,Summer
1657.0,1657.0,115,Edwardian Stone,5,Autumn
56.0,56.0,113,Victorian Brick,9,Spring
1034.0,1034.0,60,Edwardian Stone,6,Autumn
417.0,417.0,91,Victorian Brick,6,Summer
2424.0,2424.0,103,Edwardian Stone,7,Spring
1888.0,1888.0,24,Modern Timber Frame,3,Spring
2047.0,2047.0,9,Victorian Brick,7,Winter
2806.0,2806.0,31,Modern Timber Frame,2,Spring
2204.0,2204.0,26,Post-War Concrete,0,Spring
1590.0,1590.0,36,Post-War Concrete,8,Spring
474.0,474.0,58,Victorian Brick,2,Spring
488.0,488.0,64,Victorian Brick,0,Winter
62.0,62.0,44,Victorian Brick,8,Winter
2566.0,2566.0,25,Modern Timber Frame,5,Winter
2224.0,2224.0,53,Modern Timber Frame,6,Summer
137.0,137.0,76,Modern Timber Frame,2,Spring
846.0,846.0,101,Modern Timber Frame,7,Summer
2067.0,2067.0,72,Modern Timber Frame,7,Spring
1372.0,1372.0,64,Victorian Brick,3,Spring
1372.0,1372.0,50,Victorian Brick,5,Autumn
1372.0,1372.0,60,Edwardian Stone,4,Summer
1252.0,1252.0,70,Post-War Concrete,3,Summer
1069.0,1069.0,118,Victorian Brick,7,Spring
348.0,348.0,60,Post-War Concrete,9,Spring
2340.0,2340.0,114,Edwardian Stone,4,Spring
845.0,845.0,40,Victorian Brick,7,Autumn
1883.0,1883.0,37,Edwardian Stone,6,Summer
140.0,140.0,86,Victorian Brick,1,Spring
1169.0,1169.0,42,Edwardian Stone,6,Winter
2217.0,2217.0,105,Edwardian Stone,6,Autumn
2632.0,2632.0,16,Edwardian Stone,3,Summer
1338.0,1338.0,71,Edwardian Stone,2,Spring
2511.0,2511.0,55,Victorian Brick,5,Autumn
2511.0,2511.0,109,Victorian Brick,2,Autumn
409.0,409.0,16,Modern Timber Frame,2,Summer
834.0,834.0,59,Post-War Concrete,4,Spring
468.0,468.0,17,Victorian Brick,2,Spring
2488.0,2488.0,86,Edwardian Stone,3,Winter
198.0,198.0,25,Post-War Concrete,5,Autumn
2211.0,2211.0,73,Post-War Concrete,8,Summer
2591.0,2591.0,99,Modern Timber Frame,0,Spring
2285.0,2285.0,37,Edwardian Stone,8,Spring
372.0,372.0,34,Post-War Concrete,8,Summer
1675.0,1675.0,104,Victorian Brick,1,Winter
1195.0,1195.0,107,Victorian Brick,7,Spring
1379.0,1379.0,119,Modern Timber Frame,3,Summer
2418.0,2418.0,84,Post-War Concrete,6,Winter
525.0,525.0,67,Victorian Brick,7,Spring
999.0,999.0,57,Victorian Brick,1,Summer
70.0,70.0,18,Post-War Concrete,7,Autumn
681.0,681.0,5,Victorian Brick,9,Autumn
1817.0,1817.0,116,Edwardian Stone,6,Spring
1927.0,1927.0,7,Post-War Concrete,0,Winter
1923.0,1923.0,26,Victorian Brick,9,Summer
22.0,22.0,82,Modern Timber Frame,2,Spring
1757.0,1757.0,105,Post-War Concrete,5,Winter
754.0,754.0,49,Post-War Concrete,4,Summer
2356.0,2356.0,96,Edwardian Stone,8,Winter
85.0,85.0,100,Post-War Concrete,8,Spring
1165.0,1165.0,31,Edwardian Stone,5,Winter
2326.0,2326.0,78,Victorian Brick,8,Summer
2.0,2.0,101,Edwardian Stone,1,Summer
2590.0,2590.0,64,Post-War Concrete,3,Spring
1541.0,1541.0,16,Edwardian Stone,7,Summer
2776.0,2776.0,111,Edwardian Stone,3,Summer
1557.0,1557.0,59,Edwardian Stone,9,Autumn
1073.0,1073.0,59,Modern Timber Frame,2,Spring
249.0,249.0,114,Edwardian Stone,8,Winter
974.0,974.0,59,Modern Timber Frame,7,Spring
1836.0,1836.0,20,Victorian Brick,7,Spring
2485.0,2485.0,8,Post-War Concrete,4,Winter
1180.0,1180.0,19,Post-War Concrete,1,Summer
1797.0,1797.0,115,Post-War Concrete,1,Spring
2712.0,2712.0,105,Victorian Brick,9,Autumn
563.0,563.0,22,Victorian Brick,6,Autumn
355.0,355.0,116,Edwardian Stone,9,Winter
250.0,250.0,71,Modern Timber Frame,2,Autumn
2696.0,2696.0,11,Victorian Brick,5,Autumn
2266.0,2266.0,44,Modern Timber Frame,0,Summer
1740.0,1740.0,53,Post-War Concrete,2,Spring
2354.0,2354.0,79,Edwardian Stone,8,Spring
2813.0,2813.0,11,Edwardian Stone,7,Spring
144.0,144.0,55,Post-War Concrete,1,Winter
2201.0,2201.0,10,Modern Timber Frame,4,Winter
279.0,279.0,103,Post-War Concrete,4,Autumn
482.0,482.0,114,Post-War Concrete,2,Winter
1595.0,1595.0,15,Edwardian Stone,8,Summer
182.0,182.0,71,Post-War Concrete,5,Spring
2551.0,2551.0,25,Post-War Concrete,4,Winter
2588.0,2588.0,78,Victorian Brick,2,Summer
2677.0,2677.0,14,Modern Timber Frame,5,Autumn
2394.0,2394.0,115,Modern Timber Frame,2,Summer
222.0,222.0,64,Victorian Brick,3,Winter
2848.0,2848.0,77,Edwardian Stone,9,Spring
1257.0,1257.0,26,Modern Timber Frame,3,Spring
330.0,330.0,47,Modern Timber Frame,2,Autumn
1389.0,1389.0,59,Edwardian Stone,7,Spring
806.0,806.0,85,Post-War Concrete,5,Summer
280.0,280.0,98,Edwardian Stone,2,Autumn
1842.0,1842.0,112,Victorian Brick,5,Spring
1842.0,1842.0,88,Victorian Brick,1,Spring
1842.0,1842.0,33,Edwardian Stone,3,Winter
1842.0,1842.0,24,Post-War Concrete,0,Summer
2801.0,2801.0,106,Edwardian Stone,0,Autumn
1851.0,1851.0,67,Modern Timber Frame,9,Autumn
1399.0,1399.0,25,Edwardian Stone,1,Winter
2655.0,2655.0,30,Victorian Brick,5,Spring
566.0,566.0,45,Modern Timber Frame,8,Summer
363.0,363.0,54,Post-War Concrete,1,Winter
2811.0,2811.0,35,Victorian Brick,9,Summer
1546.0,1546.0,76,Edwardian Stone,5,Winter
282.0,282.0,103,Victorian Brick,3,Winter
295.0,295.0,39,Modern Timber Frame,1,Spring
1390.0,1390.0,102,Post-War Concrete,6,Autumn
2452.0,2452.0,28,Edwardian Stone,9,Summer
315.0,315.0,25,Victorian Brick,2,Winter
674.0,674.0,106,Modern Timber Frame,1,Spring
2791.0,2791.0,103,Post-War Concrete,2,Winter
2213.0,2213.0,8,Post-War Concrete,6,Autumn
14.0,14.0,117,Modern Timber Frame,5,Summer
825.0,825.0,35,Modern Timber Frame,9,Autumn
285.0,285.0,90,Victorian Brick,5,Winter
310.0,310.0,67,Post-War Concrete,7,Winter
767.0,767.0,19,Victorian Brick,8,Summer
333.0,333.0,9,Edwardian Stone,2,Winter
342.0,342.0,85,Modern Timber Frame,1,Winter
2832.0,2832.0,73,Edwardian Stone,4,Autumn
1554.0,1554.0,37,Edwardian Stone,9,Autumn
2121.0,2121.0,102,Modern Timber Frame,6,Spring
1189.0,1189.0,42,Post-War Concrete,1,Winter
2125.0,2125.0,113,Victorian Brick,1,Autumn
784.0,784.0,46,Edwardian Stone,9,Summer
437.0,437.0,116,Post-War Concrete,5,Autumn
1726.0,1726.0,70,Modern Timber Frame,1,Autumn
2499.0,2499.0,95,Modern Timber Frame,6,Autumn
487.0,487.0,93,Modern Timber Frame,7,Autumn
1937.0,1937.0,75,Modern Timber Frame,4,Winter
1854.0,1854.0,14,Modern Timber Frame,8,Winter
1089.0,1089.0,55,Modern Timber Frame,7,Summer
509.0,509.0,88,Post-War Concrete,6,Winter
2664.0,2664.0,64,Post-War Concrete,7,Summer
721.0,721.0,7,Post-War Concrete,4,Winter
1519.0,1519.0,42,Edwardian Stone,1,Autumn
234.0,234.0,86,Edwardian Stone,2,Spring
856.0,856.0,45,Post-War Concrete,3,Summer
1403.0,1403.0,41,Post-War Concrete,2,Winter
779.0,779.0,80,Modern Timber Frame,0,Summer
1951.0,1951.0,16,Victorian Brick,9,Spring
1513.0,1513.0,52,Post-War Concrete,9,Summer
2099.0,2099.0,39,Edwardian Stone,8,Summer
2023.0,2023.0,111,Victorian Brick,0,Spring
2573.0,2573.0,19,Edwardian Stone,4,Winter
410.0,410.0,33,Victorian Brick,7,Summer
2256.0,2256.0,25,Post-War Concrete,2,Autumn
1668.0,1668.0,40,Post-War Concrete,4,Winter
161.0,161.0,77,Modern Timber Frame,5,Winter
316.0,316.0,100,Post-War Concrete,8,Spring
329.0,329.0,70,Modern Timber Frame,0,Autumn
1413.0,1413.0,21,Modern Timber Frame,9,Summer
663.0,663.0,29,Victorian Brick,2,Spring
966.0,966.0,99,Modern Timber Frame,3,Summer
136.0,136.0,88,Edwardian Stone,0,Winter
2094.0,2094.0,19,Victorian Brick,4,Autumn
172.0,172.0,31,Modern Timber Frame,5,Summer
801.0,801.0,93,Post-War Concrete,2,Autumn
518.0,518.0,41,Edwardian Stone,9,Summer
2763.0,2763.0,79,Edwardian Stone,6,Summer
2083.0,2083.0,117,Edwardian Stone,5,Winter
1508.0,1508.0,63,Edwardian Stone,1,Spring
2486.0,2486.0,45,Victorian Brick,3,Autumn
2048.0,2048.0,69,Modern Timber Frame,3,Autumn
1608.0,1608.0,43,Post-War Concrete,1,Summer
1824.0,1824.0,49,Post-War Concrete,8,Winter
597.0,597.0,91,Post-War Concrete,7,Summer
1946.0,1946.0,32,Victorian Brick,1,Summer
200.0,200.0,6,Victorian Brick,0,Summer
715.0,715.0,113,Victorian Brick,0,Winter
31.0,31.0,56,Edwardian Stone,0,Spring
353.0,353.0,44,Post-War Concrete,7,Autumn
654.0,654.0,58,Modern Timber Frame,2,Spring
10.0,10.0,18,Post-War Concrete,3,Winter
1075.0,1075.0,115,Post-War Concrete,0,Spring
71.0,71.0,44,Victorian Brick,3,Winter
366.0,366.0,12,Modern Timber Frame,7,Summer
2051.0,2051.0,114,Modern Timber Frame,9,Summer
2711.0,2711.0,41,Victorian Brick,7,Summer
1741.0,1741.0,49,Victorian Brick,7,Winter
2436.0,2436.0,89,Edwardian Stone,0,Autumn
1837.0,1837.0,87,Modern Timber Frame,6,Autumn
660.0,660.0,94,Post-War Concrete,6,Autumn
1584.0,1584.0,106,Modern Timber Frame,0,Summer
1668.0,1668.0,36,Modern Timber Frame,4,Winter
80.0,80.0,84,Edwardian Stone,6,Spring
2350.0,2350.0,5,Modern Timber Frame,7,Summer
2258.0,2258.0,114,Modern Timber Frame,5,Autumn
1497.0,1497.0,119,Victorian Brick,5,Autumn
1124.0,1124.0,103,Edwardian Stone,9,Summer
2659.0,2659.0,30,Modern Timber Frame,3,Summer
34.0,34.0,52,Post-War Concrete,0,Winter
35.0,35.0,43,Edwardian Stone,4,Winter
1589.0,1589.0,34,Edwardian Stone,0,Autumn
1832.0,1832.0,60,Edwardian Stone,4,Summer
86.0,86.0,82,Edwardian Stone,5,Spring
2687.0,2687.0,15,Edwardian Stone,6,Winter
232.0,232.0,88,Victorian Brick,7,Spring
319.0,319.0,82,Modern Timber Frame,0,Winter
2385.0,2385.0,97,Edwardian Stone,2,Summer
2469.0,2469.0,118,Victorian Brick,9,Spring
1981.0,1981.0,50,Modern Timber Frame,3,Winter
2351.0,2351.0,102,Victorian Brick,9,Spring
645.0,645.0,34,Post-War Concrete,9,Autumn
2858.0,2858.0,77,Post-War Concrete,5,Winter
1225.0,1225.0,58,Edwardian Stone,2,Winter
1022.0,1022.0,49,Post-War Concrete,0,Winter
1652.0,1652.0,59,Post-War Concrete,1,Summer
1812.0,1812.0,113,Post-War Concrete,7,Winter
2492.0,2492.0,106,Modern Timber Frame,6,Spring
1668.0,1668.0,85,Victorian Brick,9,Winter
1668.0,1668.0,16,Edwardian Stone,8,Autumn
1718.0,1718.0,63,Modern Timber Frame,3,Autumn
2154.0,2154.0,83,Edwardian Stone,4,Winter
2154.0,2154.0,46,Modern Timber Frame,5,Winter
2517.0,2517.0,25,Post-War Concrete,6,Summer
1962.0,1962.0,91,Victorian Brick,9,Autumn
785.0,785.0,20,Victorian Brick,5,Spring
2014.0,2014.0,32,Edwardian Stone,1,Autumn
2131.0,2131.0,100,Modern Timber Frame,8,Spring
891.0,891.0,24,Victorian Brick,3,Winter
517.0,517.0,79,Post-War Concrete,0,Winter
1610.0,1610.0,98,Modern Timber Frame,4,Winter
937.0,937.0,91,Post-War Concrete,4,Autumn
1801.0,1801.0,108,Post-War Concrete,2,Autumn
296.0,296.0,20,Victorian Brick,1,Spring
567.0,567.0,54,Victorian Brick,4,Summer
5.0,5.0,37,Modern Timber Frame,8,Summer
2353.0,2353.0,53,Victorian Brick,5,Summer
981.0,981.0,82,Post-War Concrete,1,Autumn
1179.0,1179.0,13,Modern Timber Frame,3,Summer
1253.0,1253.0,31,Post-War Concrete,4,Winter
2503.0,2503.0,51,Post-War Concrete,0,Winter
2473.0,2473.0,28,Victorian Brick,3,Autumn
375.0,375.0,100,Post-War Concrete,3,Autumn
2230.0,2230.0,87,Modern Timber Frame,4,Winter
1224.0,1224.0,31,Victorian Brick,9,Summer
362.0,362.0,49,Modern Timber Frame,7,Spring
1731.0,1731.0,82,Edwardian Stone,7,Summer
1685.0,1685.0,38,Edwardian Stone,8,Spring
2569.0,2569.0,14,Modern Timber Frame,3,Spring
2010.0,2010.0,115,Post-War Concrete,8,Winter
2009.0,2009.0,5,Edwardian Stone,2,Summer
2007.0,2007.0,48,Modern Timber Frame,3,Winter
1969.0,1969.0,38,Victorian Brick,1,Summer
2008.0,2008.0,112,Modern Timber Frame,9,Winter
2011.0,2011.0,103,Post-War Concrete,0,Autumn
2012.0,2012.0,68,Victorian Brick,9,Spring
2006.0,2006.0,12,Modern Timber Frame,7,Autumn
2650.0,2650.0,30,Edwardian Stone,4,Summer
116.0,116.0,77,Edwardian Stone,9,Autumn
768.0,768.0,95,Edwardian Stone,3,Autumn
1009.0,1009.0,34,Edwardian Stone,5,Winter
1273.0,1273.0,56,Victorian Brick,9,Autumn
143.0,143.0,64,Post-War Concrete,8,Spring
829.0,829.0,9,Victorian Brick,1,Spring
2159.0,2159.0,72,Edwardian Stone,6,Autumn
1739.0,1739.0,54,Modern Timber Frame,0,Winter
2689.0,2689.0,82,Edwardian Stone,7,Winter
2157.0,2157.0,63,Victorian Brick,6,Summer
2392.0,2392.0,93,Edwardian Stone,3,Summer
1337.0,1337.0,58,Post-War Concrete,5,Spring
1809.0,1809.0,28,Modern Timber Frame,0,Summer
2471.0,2471.0,53,Victorian Brick,2,Spring
2017.0,2017.0,79,Edwardian Stone,6,Winter
2281.0,2281.0,104,Edwardian Stone,9,Winter
445.0,445.0,13,Edwardian Stone,8,Summer
1775.0,1775.0,93,Modern Timber Frame,5,Summer
1412.0,1412.0,56,Modern Timber Frame,9,Spring
2493.0,2493.0,54,Modern Timber Frame,5,Winter
2610.0,2610.0,45,Modern Timber Frame,4,Spring
1488.0,1488.0,114,Victorian Brick,1,Winter
535.0,535.0,68,Edwardian Stone,1,Spring
2110.0,2110.0,12,Post-War Concrete,1,Spring
1949.0,1949.0,21,Victorian Brick,1,Summer
1966.0,1966.0,81,Edwardian Stone,4,Autumn
1892.0,1892.0,48,Modern Timber Frame,1,Winter
1925.0,1925.0,55,Edwardian Stone,2,Winter
1475.0,1475.0,37,Victorian Brick,3,Spring
2851.0,2851.0,109,Victorian Brick,9,Winter
1387.0,1387.0,100,Modern Timber Frame,6,Winter
1618.0,1618.0,84,Modern Timber Frame,9,Spring
304.0,304.0,85,Victorian Brick,0,Spring
2762.0,2762.0,8,Post-War Concrete,4,Autumn
1193.0,1193.0,107,Victorian Brick,9,Summer
2081.0,2081.0,6,Post-War Concrete,9,Autumn
352.0,352.0,81,Post-War Concrete,8,Winter
708.0,708.0,63,Modern Timber Frame,4,Spring
1527.0,1527.0,12,Edwardian Stone,8,Spring
444.0,444.0,69,Victorian Brick,9,Autumn
2198.0,2198.0,43,Edwardian Stone,8,Winter
1352.0,1352.0,80,Edwardian Stone,2,Spring
1810.0,1810.0,51,Modern Timber Frame,0,Summer
440.0,440.0,69,Post-War Concrete,7,Spring
210.0,210.0,29,Modern Timber Frame,4,Autumn
2284.0,2284.0,51,Edwardian Stone,0,Spring
2772.0,2772.0,10,Modern Timber Frame,7,Spring
1131.0,1131.0,100,Modern Timber Frame,3,Autumn
419.0,419.0,19,Victorian Brick,1,Winter
1117.0,1117.0,69,Edwardian Stone,4,Spring
2013.0,2013.0,33,Edwardian Stone,3,Spring
495.0,495.0,108,Edwardian Stone,9,Autumn
367.0,367.0,108,Modern Timber Frame,7,Winter
1058.0,1058.0,108,Modern Timber Frame,6,Summer
2541.0,2541.0,11,Victorian Brick,4,Summer
1480.0,1480.0,36,Modern Timber Frame,3,Summer
1476.0,1476.0,56,Victorian Brick,8,Summer
306.0,306.0,87,Modern Timber Frame,4,Summer
1991.0,1991.0,10,Modern Timber Frame,9,Spring
1249.0,1249.0,10,Modern Timber Frame,1,Winter
889.0,889.0,83,Edwardian Stone,4,Winter
661.0,661.0,64,Modern Timber Frame,7,Winter
2563.0,2563.0,100,Edwardian Stone,6,Spring
1587.0,1587.0,97,Post-War Concrete,8,Autumn
2156.0,2156.0,94,Edwardian Stone,5,Spring
1174.0,1174.0,23,Modern Timber Frame,1,Spring
2299.0,2299.0,42,Post-War Concrete,9,Summer
2663.0,2663.0,45,Modern Timber Frame,5,Summer
1351.0,1351.0,74,Post-War Concrete,3,Summer
2265.0,2265.0,67,Modern Timber Frame,8,Winter
145.0,145.0,112,Victorian Brick,8,Autumn
145.0,145.0,99,Edwardian Stone,6,Autumn
2249.0,2249.0,100,Post-War Concrete,6,Summer
920.0,920.0,104,Modern Timber Frame,1,Spring
1242.0,1242.0,77,Victorian Brick,3,Summer
2495.0,2495.0,71,Post-War Concrete,2,Summer
921.0,921.0,39,Modern Timber Frame,9,Summer
920.0,920.0,59,Victorian Brick,8,Autumn
921.0,921.0,83,Modern Timber Frame,4,Spring
716.0,716.0,71,Edwardian Stone,0,Spring
89.0,89.0,83,Modern Timber Frame,8,Spring
1986.0,1986.0,107,Edwardian Stone,6,Winter
457.0,457.0,65,Edwardian Stone,7,Winter
1646.0,1646.0,54,Victorian Brick,5,Winter
2667.0,2667.0,100,Modern Timber Frame,9,Autumn
921.0,921.0,63,Victorian Brick,4,Spring
390.0,390.0,115,Edwardian Stone,9,Winter
2443.0,2443.0,44,Post-War Concrete,6,Spring
921.0,921.0,91,Edwardian Stone,9,Winter
2175.0,2175.0,6,Post-War Concrete,8,Summer
735.0,735.0,119,Modern Timber Frame,1,Winter
824.0,824.0,69,Post-War Concrete,2,Winter
982.0,982.0,35,Modern Timber Frame,7,Winter
2304.0,2304.0,117,Edwardian Stone,0,Spring
735.0,735.0,18,Victorian Brick,7,Spring
921.0,921.0,108,Modern Timber Frame,8,Autumn
2262.0,2262.0,33,Victorian Brick,7,Summer
921.0,921.0,13,Victorian Brick,3,Summer
735.0,735.0,56,Post-War Concrete,6,Summer
1000.0,1000.0,115,Victorian Brick,3,Winter
2561.0,2561.0,85,Modern Timber Frame,2,Autumn
1057.0,1057.0,50,Modern Timber Frame,6,Spring
457.0,457.0,27,Modern Timber Frame,4,Winter
1706.0,1706.0,118,Edwardian Stone,3,Spring
896.0,896.0,75,Victorian Brick,6,Winter
186.0,186.0,53,Modern Timber Frame,8,Spring
